,加油日期,車牌號碼,實際會去的加油站,記錄時間點,加油公升數
61833,2017/12/19,UV-1609,51,21:16,33.82269339
34305,2017/12/19,ML-7307,52,12:06,32.70223034
53623,2017/12/19,BB-8614,16,14:11,32.33751115
113531,2017/12/19,WY-4616,47,04:09,28.02240724
127584,2017/12/19,PA-5221,41,08:18,33.42911438
147323,2017/12/19,RH-6349,44,01:07,31.39629422
12720,2017/12/19,DQ-5153,35,16:40,28.18236898
48857,2017/12/19,XO-3772,55,19:25,30.93918583
26010,2017/12/19,NF-5362,50,04:11,26.61752459
101082,2017/12/19,TR-5790,6,06:21,36.23650677
84434,2017/12/19,OT-1578,1,14:51,34.23018758
138003,2017/12/19,GX-7304,2,14:08,28.36978474
99291,2017/12/19,MM-8433,52,18:14,31.84596157
36804,2017/12/19,ZG-1664,43,02:08,31.09881551
132161,2017/12/19,ID-9561,27,19:07,27.26508889
79633,2017/12/19,ZQ-9678,10,04:05,28.93256248
125932,2017/12/19,IA-9523,25,00:52,32.95896106
36903,2017/12/19,KF-3545,13,03:52,34.24414461
33122,2017/12/19,HF-5953,26,11:07,30.85120879
85613,2017/12/19,SM-2321,6,16:55,35.46654382
123710,2017/12/19,CG-3879,52,22:38,22.16188622
87764,2017/12/19,EQ-5591,26,16:32,20.99717592
51712,2017/12/19,XA-1456,52,16:13,18.72708153
55153,2017/12/19,PD-6537,17,15:43,28.48546649
116613,2017/12/19,EM-6854,33,07:26,24.40372127
48486,2017/12/19,XY-8093,49,02:08,22.33737539
42934,2017/12/19,QJ-5335,50,04:19,29.95903381
138812,2017/12/19,ZG-4855,20,05:48,31.31249025
88803,2017/12/19,KW-7463,53,03:09,33.23397856
75183,2017/12/19,LC-5470,37,15:09,34.02360022
129183,2017/12/19,IK-6458,55,03:50,28.87671669
100413,2017/12/19,DF-5164,24,12:13,32.64435014
135781,2017/12/19,AW-1060,48,06:22,29.7955721
125552,2017/12/19,XE-7404,12,10:45,24.86272639
27008,2017/12/19,XK-1786,47,18:11,35.40635982
92002,2017/12/19,OF-7658,37,14:43,28.58066558
114813,2017/12/19,SQ-7502,17,16:03,32.65376332
32784,2017/12/19,WG-6230,3,08:19,38.29826085
128651,2017/12/19,RI-6150,45,12:18,30.30119516
118735,2017/12/19,YV-2943,30,17:27,24.21995617
91851,2017/12/19,FO-4797,29,03:27,35.73106626
19385,2017/12/19,QW-7679,16,05:41,21.1870419
121475,2017/12/19,UE-5579,12,16:08,26.86216066
82223,2017/12/19,ZL-4791,22,01:58,28.66292255
137293,2017/12/19,LG-5752,4,23:40,28.73013885
111241,2017/12/19,GV-5867,29,08:01,32.14992258
63523,2017/12/19,WC-4491,11,22:43,27.48043674
108625,2017/12/19,TR-1785,20,06:59,26.28070149
41513,2017/12/19,NN-1171,14,14:45,25.07162862
52649,2017/12/19,BB-3205,48,23:49,34.9293708
34892,2017/12/19,QM-3269,29,19:39,32.13364101
147654,2017/12/19,JO-1070,15,23:24,30.90666695
116602,2017/12/19,SF-8024,51,03:38,27.3514289
141117,2017/12/19,QM-8570,9,01:49,32.34138843
16681,2017/12/19,WB-5538,39,14:07,22.49554318
95112,2017/12/19,OH-9461,7,21:28,29.1019197
127323,2017/12/19,JU-6333,23,10:19,29.63059098
18543,2017/12/19,XM-2324,3,01:35,31.4713456
110333,2017/12/19,XZ-9848,32,12:09,29.19877191
141253,2017/12/19,GA-1361,14,05:38,29.27690845
137882,2017/12/19,GE-8713,38,03:41,35.06214483
54696,2017/12/19,SI-5200,25,19:46,40.13645737
78844,2017/12/19,DZ-6800,24,06:16,30.54186196
25282,2017/12/19,LQ-6290,4,15:31,33.83594399
22531,2017/12/19,FD-9752,26,08:28,26.11784901
109752,2017/12/19,EB-6769,52,14:47,34.58425762
29374,2017/12/19,AH-1023,31,02:17,32.12313716
16462,2017/12/19,AD-7711,48,23:58,30.70062953
95374,2017/12/19,QA-8768,1,02:26,29.09317659
71602,2017/12/19,CT-8883,40,06:55,33.33281407
20433,2017/12/19,WR-9596,27,20:05,29.85790751
49701,2017/12/19,FW-7650,1,05:29,31.82035988
35683,2017/12/19,CX-1311,21,22:17,38.89758858
104471,2017/12/19,QN-1536,2,21:33,29.00242596
111261,2017/12/19,PZ-9875,14,17:38,31.38089577
52414,2017/12/19,RG-1316,14,12:05,37.92992737
2735,2017/12/19,LU-6301,52,17:34,27.09573839
118395,2017/12/19,TC-5195,4,17:00,23.27286584
121484,2017/12/19,PG-7690,4,22:44,36.09350642
51934,2017/12/19,KF-1921,40,14:30,35.5752824
86172,2017/12/19,WZ-4584,43,00:27,31.14217487
105761,2017/12/19,JU-8000,41,21:11,30.77965699
54074,2017/12/19,PG-2734,23,08:08,31.7737482
134666,2017/12/19,GB-2424,11,03:07,29.35581814
85547,2017/12/19,HH-8960,4,21:28,28.17465374
82344,2017/12/19,FE-5645,27,09:39,31.03399588
97162,2017/12/19,EL-1193,29,22:48,29.82466519
71992,2017/12/19,ZK-3598,16,12:38,32.07239113
12340,2017/12/19,BB-9423,54,17:37,26.9183448
131493,2017/12/19,RN-1011,15,18:42,27.82844026
88372,2017/12/19,PB-5972,26,22:29,29.52810459
18184,2017/12/19,JB-4510,28,00:58,32.82458899
58243,2017/12/19,TB-2518,17,15:44,26.01455504
112037,2017/12/19,SD-8661,35,05:36,30.80764182
52881,2017/12/19,XF-8139,6,02:36,33.21906907
75512,2017/12/19,PB-3760,45,20:38,32.93068689
122710,2017/12/19,ND-4738,57,19:10,33.34240644
60215,2017/12/19,YX-2079,35,11:57,26.18505036
116864,2017/12/19,WH-6078,51,00:43,25.88576335
32264,2017/12/19,OM-1043,50,12:09,31.46561769
74105,2017/12/19,YW-9945,35,09:47,32.0165293
40191,2017/12/19,FR-9816,45,18:19,30.46804056
104075,2017/12/19,EL-2289,31,12:29,34.62535398
9031,2017/12/19,VS-7796,52,17:50,31.23021886
15133,2017/12/19,JA-8711,31,10:21,28.51245896
107973,2017/12/19,PR-7560,50,23:49,31.2417097
119032,2017/12/19,DP-8864,31,09:45,32.62750727
68302,2017/12/19,NP-8086,15,12:39,31.62053429
60943,2017/12/19,TI-7463,17,07:14,26.92367029
43483,2017/12/19,VJ-6323,11,17:14,40.09081974
105113,2017/12/19,IU-3159,28,17:32,33.32646057
25763,2017/12/19,BF-9288,26,19:09,23.23753273
89687,2017/12/19,GU-1110,24,04:36,32.98009268
76956,2017/12/19,LI-7190,18,02:18,35.00242611
24913,2017/12/19,UY-8574,17,01:30,26.94950399
32194,2017/12/19,EL-4834,58,16:43,37.20683517
61861,2017/12/19,ZQ-1170,11,04:32,24.93946893
61522,2017/12/19,PM-1144,58,19:36,32.92834062
5765,2017/12/19,SS-9942,18,11:56,28.54720133
47364,2017/12/19,BS-9446,13,18:57,24.12497748
45123,2017/12/19,PJ-6840,37,12:25,29.11588684
60910,2017/12/19,AX-8246,44,04:15,28.26506379
110683,2017/12/19,HT-9678,49,02:11,27.91761166
67433,2017/12/19,CJ-8599,28,01:15,28.26677682
121005,2017/12/19,XT-3498,34,01:02,31.6895422
138712,2017/12/19,BD-6465,12,18:16,35.5719339
93272,2017/12/19,UZ-5285,12,01:19,29.73935992
131910,2017/12/19,NW-6004,7,12:06,28.35306949
25624,2017/12/19,JR-5251,49,08:46,21.00681797
107464,2017/12/19,BZ-7506,38,04:58,28.70458301
24983,2017/12/19,MV-7676,45,05:46,24.58721672
52985,2017/12/19,SY-6446,55,22:46,42.00729225
75591,2017/12/19,ZF-6509,57,10:21,31.97770025
24541,2017/12/19,MJ-6632,32,13:49,26.59891032
23773,2017/12/19,DE-6955,15,23:26,36.83403132
28474,2017/12/19,BJ-6052,2,00:01,27.66108743
70452,2017/12/19,XN-3296,28,20:50,22.75452771
132941,2017/12/19,ZD-4058,53,15:40,29.42833505
69293,2017/12/19,QR-1829,57,16:41,23.7224706
37083,2017/12/19,PB-1730,38,02:31,30.52432743
82273,2017/12/19,DE-8969,15,13:44,32.58740889
45733,2017/12/19,NX-9714,20,07:34,29.36158318
43804,2017/12/19,IM-5481,15,15:41,28.95496381
58742,2017/12/19,XC-7351,33,20:40,33.73878636
148843,2017/12/19,ZU-6359,48,02:56,34.1939427
118535,2017/12/19,HY-4271,3,13:14,32.0544381
146965,2017/12/19,PG-4016,2,13:07,34.25153935
106135,2017/12/19,DD-3666,19,10:16,28.60612595
135216,2017/12/19,OO-5833,33,20:08,29.60178316
117432,2017/12/19,DO-7132,37,15:18,27.62668588
64922,2017/12/19,PN-5938,49,06:49,30.34372786
103925,2017/12/19,IW-4844,28,03:00,27.1231805
58022,2017/12/19,EU-3438,27,13:36,30.51006558
135132,2017/12/19,PM-5709,25,01:30,22.90505556
17661,2017/12/19,DA-9154,16,04:01,33.75589726
116016,2017/12/19,UG-5319,8,15:48,30.92430347
43015,2017/12/19,PW-9890,47,10:21,25.64163916
122051,2017/12/19,YR-6413,7,03:03,31.51209319
87901,2017/12/19,IO-4659,14,05:07,24.43604859
101764,2017/12/19,JC-8825,9,22:41,26.79690088
56232,2017/12/19,TC-5236,15,01:21,35.56032924
32100,2017/12/19,QV-1470,21,00:41,28.25300284
30354,2017/12/19,PB-2111,37,11:39,26.48722037
113551,2017/12/19,GU-2806,39,11:44,28.76438857
76904,2017/12/19,HK-1849,34,13:14,32.71431144
147624,2017/12/19,HJ-1728,3,08:51,26.29284155
44035,2017/12/19,TT-3217,20,10:32,21.45505085
50885,2017/12/19,SB-7879,36,15:03,28.01913193
21614,2017/12/19,FQ-6503,57,08:52,34.39484431
17154,2017/12/19,GS-8420,21,12:25,28.78137842
48814,2017/12/19,CC-5191,35,03:45,32.37062856
118043,2017/12/19,NG-5004,1,15:16,27.52366803
37076,2017/12/19,XO-1039,45,23:00,34.21525927
94973,2017/12/19,CK-7680,52,14:27,31.21656971
46654,2017/12/19,NG-6635,2,11:48,26.92714302
109783,2017/12/19,YL-7619,44,08:33,35.94938284
67635,2017/12/19,UN-2351,50,15:04,25.71154965
26312,2017/12/19,LW-3430,43,03:30,26.46797128
122743,2017/12/19,RM-9525,21,17:01,34.74796172
52332,2017/12/19,NE-1131,20,21:55,31.82958605
127682,2017/12/19,OJ-4014,18,10:46,27.12887886
25714,2017/12/19,GB-8093,23,18:19,31.54303412
116610,2017/12/19,OX-1838,58,11:56,22.41890661
89921,2017/12/19,XS-1306,26,21:42,32.74305827
119604,2017/12/19,IP-5964,37,18:40,28.83595054
39065,2017/12/19,VY-2894,15,22:23,30.5264632
73252,2017/12/19,IY-6494,52,20:21,31.14574914
97233,2017/12/19,PG-1323,37,20:19,31.82784887
55034,2017/12/19,DR-4606,17,03:09,27.76545268
122983,2017/12/19,EZ-7894,23,07:53,34.47027785
37922,2017/12/19,SH-9712,40,10:19,29.14342676
119253,2017/12/19,UP-1878,35,18:58,30.22606081
120502,2017/12/19,FR-9386,17,10:52,25.3946756
71136,2017/12/19,EW-7734,16,13:58,33.84541285
113792,2017/12/19,BM-2948,4,02:43,24.29864781
99842,2017/12/19,BP-4784,24,23:31,30.05491687
60583,2017/12/19,VW-4271,13,09:41,29.67888262
32473,2017/12/19,CI-2689,24,03:55,31.89663606
126142,2017/12/19,XC-7510,45,23:15,28.1638029
36496,2017/12/19,RE-8983,25,09:53,33.30768893
113853,2017/12/19,AD-5962,28,19:32,33.97081256
25833,2017/12/19,HF-5174,52,06:37,25.47698249
120115,2017/12/19,MX-7937,25,02:24,35.32396708
16841,2017/12/19,HO-2166,12,18:05,31.62205251
124691,2017/12/19,TN-4026,38,02:31,25.95623955
132172,2017/12/19,XJ-3071,6,19:25,29.06684885
80095,2017/12/19,QK-4200,19,15:36,25.32345977
17633,2017/12/19,MH-3352,43,20:02,31.74684446
94663,2017/12/19,EB-8718,12,14:38,29.27831631
142414,2017/12/19,EE-1915,28,13:41,30.42689216
87582,2017/12/19,OU-9811,23,18:25,31.90049832
59372,2017/12/19,SA-1828,34,10:41,29.36300801
81271,2017/12/19,BO-6295,21,13:26,25.52073204
110962,2017/12/19,AP-2922,20,12:10,27.46586326
131854,2017/12/19,MY-5692,37,20:50,33.31817277
86791,2017/12/19,QS-2748,6,16:31,28.36977097
110283,2017/12/19,CT-9537,2,22:13,30.40057728
116755,2017/12/19,IE-3229,55,06:47,38.8810179
107963,2017/12/19,DM-4887,38,07:01,33.80786215
39361,2017/12/19,UF-6695,9,08:10,29.99316925
114924,2017/12/19,RG-7534,15,01:56,20.82400259
35272,2017/12/19,JD-4856,46,10:26,32.67728267
131063,2017/12/19,AJ-8008,37,07:38,29.75309473
129972,2017/12/19,VU-9114,14,07:28,36.53287058
86854,2017/12/19,GI-7184,14,09:01,25.25311417
130125,2017/12/19,NW-2282,18,15:59,36.9093708
144802,2017/12/19,PJ-3411,57,10:07,32.26327734
100355,2017/12/19,ZH-1728,51,23:51,30.9740147
49501,2017/12/19,MY-2278,20,22:48,32.59618339
140416,2017/12/19,MB-1729,43,06:34,30.87032107
45202,2017/12/19,GF-6462,4,01:08,25.02291068
78345,2017/12/19,JS-7849,23,07:39,32.96983286
149842,2017/12/19,KX-4687,41,19:44,35.29542196
21673,2017/12/19,JE-4118,4,01:28,31.46977697
82303,2017/12/19,FJ-6259,40,00:35,27.44197312
36864,2017/12/19,YU-6943,39,04:36,30.66059321
45231,2017/12/19,ZF-1259,31,08:01,28.12328422
144515,2017/12/19,ZF-5581,54,04:34,32.35467931
17072,2017/12/19,ZL-3512,31,09:28,41.63827576
124112,2017/12/19,UR-8861,29,15:38,33.40737038
42433,2017/12/19,EM-7442,3,23:40,23.55581385
38454,2017/12/19,DL-6843,44,13:38,36.90118763
94572,2017/12/19,CJ-7206,55,11:30,30.59523174
118681,2017/12/19,MC-5485,15,11:52,27.80953458
120072,2017/12/19,JJ-1299,57,08:00,30.34973984
107392,2017/12/19,BG-5221,33,16:12,33.62827838
120296,2017/12/19,IP-3195,9,15:10,34.01449208
141102,2017/12/19,DX-3902,57,04:29,24.86553237
121106,2017/12/19,OM-3247,16,13:28,26.17037652
32442,2017/12/19,OQ-3133,24,15:38,26.90241257
99614,2017/12/19,WT-4417,55,06:06,28.99723983
59162,2017/12/19,GG-8744,23,10:08,28.20175896
141273,2017/12/19,GZ-9631,58,13:50,27.86440326
103242,2017/12/19,LN-1619,43,18:23,33.27380483
108644,2017/12/19,LO-7893,44,21:37,25.76089909
47183,2017/12/19,IZ-9158,21,09:57,36.23862543
107364,2017/12/19,QT-4346,3,03:09,23.96641888
139117,2017/12/19,NE-2602,2,05:49,39.74450166
38882,2017/12/19,TN-4859,9,12:08,29.87580601
20165,2017/12/19,MA-1541,38,03:05,31.5443415
28834,2017/12/19,ZH-9014,17,23:41,29.18999254
39194,2017/12/19,DB-2118,29,08:38,30.34924485
38733,2017/12/19,SO-2732,10,04:17,29.85422858
22763,2017/12/19,DI-6071,40,04:03,37.63174022
120002,2017/12/19,KB-5344,27,06:32,34.10694618
99895,2017/12/19,WS-5211,55,18:59,34.39476944
85952,2017/12/19,KK-2662,26,16:33,34.42240738
49214,2017/12/19,LB-8663,13,21:18,26.92581241
74782,2017/12/19,DE-9847,52,04:34,25.38872832
32610,2017/12/19,NU-2027,24,21:40,31.38806371
67023,2017/12/19,KY-9941,47,17:21,31.97534093
45655,2017/12/19,GT-6066,57,12:17,18.02972421
142154,2017/12/19,LN-1278,2,00:15,35.58057708
45611,2017/12/19,TU-9616,22,05:56,34.10168336
130710,2017/12/19,MQ-9252,40,00:26,30.71556137
88185,2017/12/19,SH-8022,38,06:59,25.46429263
81961,2017/12/19,DN-1741,51,04:41,28.8180064
70791,2017/12/19,RY-3444,29,13:57,30.47484486
138017,2017/12/19,EG-6780,32,10:10,31.11299576
134923,2017/12/19,AA-9296,20,07:32,35.339296
61295,2017/12/19,LP-4587,51,21:52,28.80393847
115463,2017/12/19,TX-4052,40,17:52,35.91922286
78075,2017/12/19,QL-6414,15,13:17,35.14171854
98753,2017/12/19,CT-6438,46,23:36,29.16707701
52810,2017/12/19,ZO-1855,39,21:46,28.61375975
115904,2017/12/19,FK-1518,21,02:27,23.50702061
5852,2017/12/19,VM-8124,13,12:18,32.4492293
105834,2017/12/19,NF-5470,13,18:25,28.56471952
115711,2017/12/19,UL-9898,18,22:18,29.1372433
41563,2017/12/19,HR-4000,42,08:07,32.351825
80662,2017/12/19,YC-6377,1,09:16,34.75817668
130812,2017/12/19,UV-9528,33,22:42,30.80796374
94351,2017/12/19,UM-5537,38,18:52,29.33111931
143195,2017/12/19,MB-8384,22,09:48,26.90440939
119225,2017/12/19,ED-8400,40,20:04,37.0067038
79054,2017/12/19,SO-9013,34,03:56,28.243211
74721,2017/12/20,PB-7786,11,23:01,23.98419089
71903,2017/12/20,TS-4475,43,06:40,35.11733254
29216,2017/12/20,IL-6958,48,20:39,28.23480325
24804,2017/12/20,RT-5313,34,09:25,36.39308143
21615,2017/12/20,FQ-6503,57,00:49,23.21650394
49401,2017/12/20,VV-8657,1,08:04,33.34912128
148432,2017/12/20,LV-3376,52,14:13,30.96468668
145633,2017/12/20,NS-9083,19,21:45,36.15174839
105621,2017/12/20,ZS-9170,26,19:56,21.10504352
28083,2017/12/20,PS-7841,50,04:04,27.95395766
20792,2017/12/20,KG-8554,39,10:11,28.59937918
129853,2017/12/20,LP-7505,25,14:13,25.66479156
88612,2017/12/20,LS-4647,2,20:38,27.16857943
121100,2017/12/20,IR-9068,2,10:02,30.92715373
110233,2017/12/20,NH-7834,38,11:07,30.50876108
27184,2017/12/20,CT-9572,7,17:45,29.45064606
93674,2017/12/20,QV-5011,44,22:57,24.84519753
111905,2017/12/20,VB-2247,49,11:36,26.94948742
121675,2017/12/20,BV-8063,33,20:05,29.65973485
75322,2017/12/20,MU-8850,18,16:39,30.89338674
146711,2017/12/20,MD-3183,52,08:36,23.99432382
36032,2017/12/20,KO-4801,4,13:24,32.26728494
78415,2017/12/20,OP-9408,5,09:51,30.94771361
26665,2017/12/20,NN-7253,30,23:09,34.51952067
117623,2017/12/20,AF-5849,47,09:44,34.20594249
41417,2017/12/20,TB-2615,37,02:11,29.29255621
129895,2017/12/20,IK-6623,31,11:23,29.26265652
147213,2017/12/20,XN-2950,50,11:19,29.11007137
45994,2017/12/20,BW-5232,39,18:57,25.41498468
23585,2017/12/20,IG-7950,30,13:46,28.49069373
62654,2017/12/20,DD-2853,28,21:52,26.40142383
117073,2017/12/20,JS-6247,12,18:24,26.6094296
96711,2017/12/20,UE-1410,30,12:28,24.26613745
78765,2017/12/20,AY-5351,37,10:12,34.6648824
55852,2017/12/20,UF-7691,14,04:19,27.34563576
109942,2017/12/20,HH-2031,24,21:41,26.66028572
68144,2017/12/20,MN-1786,56,01:42,23.05797402
111584,2017/12/20,SS-9057,25,15:29,27.90008922
40082,2017/12/20,GE-5038,14,07:46,25.21842525
83445,2017/12/20,EU-3927,13,13:03,28.35011627
49184,2017/12/20,BB-5548,13,19:58,28.97872703
23514,2017/12/20,JH-5810,17,18:38,33.54900797
95624,2017/12/20,FM-3212,1,04:25,32.13500482
141087,2017/12/20,UQ-6067,3,13:29,28.91620888
83614,2017/12/20,VC-2386,25,20:04,25.27528647
59531,2017/12/20,YZ-2614,54,01:10,35.87963379
131191,2017/12/20,SN-5954,38,11:07,30.930099
103934,2017/12/20,BC-6710,43,11:44,27.89264163
128591,2017/12/20,LB-6808,22,13:38,25.86745119
63947,2017/12/20,GI-3490,33,17:12,32.69637499
63546,2017/12/20,JR-5360,45,14:23,29.08362851
120101,2017/12/20,LN-9420,7,09:35,38.77459319
39834,2017/12/20,FR-9603,31,13:33,26.08262891
22710,2017/12/20,XC-9972,16,12:49,28.30413536
50831,2017/12/20,SO-1245,47,13:15,25.04580006
82182,2017/12/20,HG-5484,42,05:05,28.84878822
99395,2017/12/20,YW-3601,7,15:29,29.44422711
93703,2017/12/20,WV-4232,50,06:58,30.56058827
75432,2017/12/20,LX-5564,38,01:00,23.51937639
32015,2017/12/20,GN-9707,26,08:38,25.08682545
107002,2017/12/20,AK-9943,54,02:10,32.84510878
48542,2017/12/20,HY-8440,49,03:56,35.18173392
87563,2017/12/20,RP-8049,32,06:15,30.01613333
69892,2017/12/20,HW-5797,48,13:30,22.65650752
146073,2017/12/20,AX-1210,5,02:40,28.50899776
123793,2017/12/20,TI-4395,2,19:34,28.83930786
97144,2017/12/20,UY-2655,13,19:24,29.44170683
12505,2017/12/20,DL-3670,37,06:22,29.07155469
66846,2017/12/20,CR-7063,40,14:07,37.26375431
73992,2017/12/20,AB-7231,44,22:56,23.87267869
62017,2017/12/20,IC-3866,52,17:04,26.74676696
43813,2017/12/20,FO-9904,10,02:14,22.31739566
109892,2017/12/20,WW-4006,14,05:10,32.29693174
44703,2017/12/20,UL-6573,42,13:47,28.4824405
87625,2017/12/20,UG-4010,44,12:06,25.86421527
56410,2017/12/20,LE-5118,6,23:23,30.20207947
104105,2017/12/20,PL-6832,38,18:02,24.68551806
95583,2017/12/20,FH-5516,28,19:51,33.92686025
65235,2017/12/20,LW-9595,36,04:38,30.03225196
138403,2017/12/20,VB-1876,51,12:04,34.04888503
147116,2017/12/20,LR-4490,50,20:19,31.83971567
61775,2017/12/20,DW-3449,39,08:19,39.36876031
127511,2017/12/20,VI-2764,30,01:34,29.91039882
24415,2017/12/20,ND-4620,42,01:37,29.67858963
131753,2017/12/20,OT-7539,12,21:45,32.12554886
63385,2017/12/20,PV-3698,8,23:19,29.43662817
39573,2017/12/20,RJ-6866,53,00:36,25.2743336
13690,2017/12/20,SP-9813,57,21:10,30.36566571
133732,2017/12/20,KS-2678,12,09:05,22.60677966
127343,2017/12/20,CR-6093,49,03:17,32.52896943
23092,2017/12/20,VO-4392,30,11:06,28.57494202
148812,2017/12/20,DD-9714,49,21:26,35.34786363
110273,2017/12/20,EP-5722,55,23:58,26.20436164
121992,2017/12/20,EK-7484,12,07:36,33.82738629
38192,2017/12/20,JH-1747,3,14:37,39.20943185
27924,2017/12/20,QQ-6887,43,16:57,25.65404097
19023,2017/12/20,PZ-5207,7,13:11,29.37687391
37492,2017/12/20,BU-7117,42,14:46,27.38193345
45821,2017/12/20,BZ-3602,38,17:33,26.23183213
89231,2017/12/20,RU-7498,17,13:54,25.64983619
94833,2017/12/20,OR-8737,4,19:11,32.50841302
143294,2017/12/20,AW-3181,22,23:06,29.11654688
137576,2017/12/20,UH-4728,14,13:49,29.96675833
121763,2017/12/20,ZF-5105,27,07:32,31.38851739
88723,2017/12/20,QZ-2180,44,16:16,24.39157268
40505,2017/12/20,MH-1728,36,10:26,24.59325069
31132,2017/12/20,PI-6935,21,03:33,31.89518161
106294,2017/12/20,OA-3248,16,09:29,27.71110335
68104,2017/12/20,HD-6547,31,13:27,28.29112145
53712,2017/12/20,SV-9659,19,14:29,30.86157782
79234,2017/12/20,ZJ-7006,46,05:18,33.69162191
16544,2017/12/20,XJ-2674,10,14:27,37.95635976
94603,2017/12/20,XD-1044,4,02:13,24.82911122
123481,2017/12/20,BS-1188,46,10:03,32.65683894
117110,2017/12/20,BW-4899,10,18:10,32.52359175
66204,2017/12/20,WO-7642,9,04:04,29.80246232
76366,2017/12/20,DH-9053,9,13:36,37.99721504
16153,2017/12/20,PZ-5669,9,03:45,28.4017733
125191,2017/12/20,YW-6484,13,23:21,28.21619731
83806,2017/12/20,WM-9986,26,02:11,31.9251771
103425,2017/12/20,IW-6585,19,17:17,27.84678271
63163,2017/12/20,EM-4687,56,04:05,42.98791257
62092,2017/12/20,ZD-9722,17,09:02,27.93364348
128413,2017/12/20,IO-9626,45,12:19,32.70182573
141061,2017/12/20,NS-2069,33,20:40,30.5250118
110742,2017/12/20,VF-4443,23,03:18,26.02434365
55042,2017/12/20,AW-1637,15,14:52,30.01106661
22373,2017/12/20,XN-4300,52,18:31,33.22116524
42555,2017/12/20,NH-9071,40,17:10,28.62734537
145177,2017/12/20,LZ-4435,37,11:48,28.68015344
124884,2017/12/20,WN-8343,6,00:48,27.24391106
86433,2017/12/20,TI-7426,21,06:49,33.84722212
17732,2017/12/20,EL-1416,4,13:27,24.29795488
108814,2017/12/20,MK-8166,14,09:24,30.42322473
140674,2017/12/20,QH-5448,25,18:41,36.76971166
80312,2017/12/20,QR-9407,33,05:20,34.26975847
56319,2017/12/20,FE-2380,4,04:57,22.0766426
126824,2017/12/20,LR-7936,57,14:57,30.99460948
89343,2017/12/20,XP-5491,42,17:00,33.89133478
32474,2017/12/20,CI-2689,24,18:07,25.33686037
133656,2017/12/20,WS-2631,43,14:30,24.66114668
134255,2017/12/20,PM-3236,43,17:16,25.07004533
73675,2017/12/20,KK-7955,53,17:57,30.81546958
90322,2017/12/20,CB-7408,2,18:50,28.60064367
100853,2017/12/20,LD-3454,22,11:11,27.55040123
144013,2017/12/20,KY-7878,41,06:57,38.75765321
30044,2017/12/20,EI-4797,45,04:12,18.06197812
133684,2017/12/20,YJ-8526,56,05:18,30.56611702
98937,2017/12/20,VC-2929,1,15:46,28.98831996
71512,2017/12/20,OB-5970,48,01:19,35.06658117
146013,2017/12/20,AQ-5583,39,22:16,27.40152357
120914,2017/12/20,ZV-4354,58,19:26,32.63636098
38872,2017/12/20,DT-3469,49,01:14,37.32594282
108783,2017/12/20,SU-4055,28,11:08,33.00105754
77033,2017/12/20,EB-8839,52,15:03,24.65261998
139384,2017/12/20,VM-2431,46,08:20,29.60553515
71972,2017/12/20,CC-4553,29,08:48,24.81188668
133883,2017/12/20,MR-3212,17,20:52,30.23849076
117062,2017/12/20,IE-5996,49,03:23,23.68282781
91023,2017/12/20,MG-3234,19,09:49,26.09956249
138317,2017/12/20,HI-7716,9,20:35,33.73548348
106442,2017/12/20,QT-1633,18,21:39,28.97541076
77734,2017/12/20,UL-1249,19,18:16,32.00263161
